"Date","Price","Open","High","Low","Vol.","Change %"
"09/08/2015","1,077.40","1,143.41","1,143.41","1,076.22","","-5.77%"
"09/07/2015","1,143.41","1,163.82","1,177.41","1,142.24","","-1.75%"
"09/06/2015","1,163.82","1,169.61","1,173.54","1,163.82","","-0.50%"
"09/03/2015","1,169.61","1,150.27","1,171.71","1,150.27","","1.68%"
"09/02/2015","1,150.27","1,169.90","1,169.90","1,142.98","","-1.68%"
"09/01/2015","1,169.90","1,170.85","1,185.26","1,169.90","","-0.08%"
"08/31/2015","1,170.85","1,137.25","1,170.85","1,128.78","","2.95%"
"08/30/2015","1,137.25","1,130.03","1,152.56","1,130.03","","0.64%"
"08/27/2015","1,130.03","1,088.47","1,131.57","1,088.47","","3.82%"
"08/26/2015","1,088.47","1,085.65","1,089.38","1,076.33","","0.26%"
"08/25/2015","1,085.65","1,053.98","1,085.65","1,050.99","","3.00%"
"08/24/2015","1,053.98","1,091.29","1,091.29","1,053.43","","-3.42%"
"08/23/2015","1,091.29","1,165.04","1,165.04","1,091.27","","-6.33%"
"08/20/2015","1,165.04","1,170.24","1,170.24","1,157.04","","-0.44%"
"08/19/2015","1,170.24","1,180.15","1,180.15","1,158.26","","-0.84%"
"08/18/2015","1,180.15","1,216.80","1,216.80","1,180.15","","-3.01%"
"08/17/2015","1,216.80","1,209.17","1,216.80","1,191.53","","0.63%"
"08/16/2015","1,209.17","1,263.17","1,263.17","1,209.17","","-4.27%"
"08/13/2015","1,263.17","1,273.84","1,286.32","1,263.17","","-0.84%"
"08/12/2015","1,273.84","1,311.18","1,311.18","1,273.84","","-2.85%"
"08/11/2015","1,311.18","1,298.38","1,318.92","1,298.38","","0.99%"
"08/10/2015","1,298.38","1,293.37","1,298.38","1,286.67","","0.39%"
"08/09/2015","1,293.37","1,333.18","1,334.62","1,293.37","","-2.99%"
"08/05/2015","1,333.18","1,347.39","1,353.67","1,333.18","","-1.05%"
"08/04/2015","1,347.39","1,326.33","1,350.14","1,326.33","","1.59%"
"08/03/2015","1,326.33","1,343.32","1,343.32","1,326.19","","-1.26%"
"08/02/2015","1,343.32","1,334.36","1,358.89","1,334.36","","0.67%"
"07/30/2015","1,334.36","1,319.83","1,336.76","1,319.76","","1.10%"
"07/29/2015","1,319.83","1,294.64","1,321.00","1,294.64","","1.95%"
"07/28/2015","1,294.64","1,275.31","1,294.64","1,275.31","","1.52%"
"07/27/2015","1,275.31","1,322.64","1,322.64","1,275.31","","-3.58%"
"07/26/2015","1,322.64","1,332.68","1,356.83","1,322.64","","-0.75%"
"07/22/2015","1,332.68","1,332.49","1,333.56","1,322.71","","0.01%"
"07/21/2015","1,332.49","1,319.72","1,335.19","1,319.72","","0.97%"
"07/16/2015","1,319.72","1,282.67","1,321.64","1,282.67","","2.89%"
"07/15/2015","1,282.67","1,250.27","1,282.67","1,250.27","","2.59%"
"07/14/2015","1,250.27","1,227.35","1,250.90","1,227.35","","1.87%"
"07/13/2015","1,227.35","1,262.05","1,262.15","1,227.01","","-2.75%"
"07/12/2015","1,262.05","1,278.85","1,292.55","1,262.05","","-1.31%"
"07/09/2015","1,278.85","1,269.32","1,288.93","1,269.12","","0.75%"
"07/08/2015","1,269.32","1,291.42","1,293.07","1,262.32","","-1.71%"
"07/07/2015","1,291.42","1,327.90","1,333.57","1,291.41","","-2.75%"
"07/06/2015","1,327.90","1,399.17","1,399.30","1,327.90","","-5.09%"
"07/05/2015","1,399.17","1,415.96","1,433.27","1,399.17","","-1.19%"
"07/02/2015","1,415.96","1,440.48","1,440.48","1,415.45","","-1.70%"
"06/29/2015","1,440.48","1,472.52","1,472.52","1,440.47","","-2.18%"
"06/28/2015","1,472.52","1,444.38","1,475.93","1,444.38","","1.95%"
